Price,Make,Model,Year,Variant,BodyType,EngineSize,Transmission,FuelType,Mileage,Number of Doors,Location,DatePosted,DateNow,CruiseControl,LeatherUpholstery,PushStart,AirConditioning,EntertainmentSystem,Airbag:Driver,Airbag:FrontPassenger,Airbag:Side,Airbag:Curtain,Airbag:Knee,ABS,Immobilizer,SecurityAlarm
"P349,000",Isuzu,Crosswind XL,2017,2.5 MT,AUV,2.5,Manual,Diesel,"97,000 km",5,23 Santalia Street Ce Sastro Subdivision Pasig City,06/06/2024,2024-09-19 20:00:12.453793,No,No,No,n/a,n/a,Yes,Yes,No,No,No,No,No,No
"P519,000",Toyota,Vios,2020,XLE 1.3 A/T,Sedan,1.3,Automatic,Gasoline,"25,000 km",4,23 Santalia Street Ce Sastro Subdivision Pasig City,06/06/2024,2024-09-19 20:00:12.830936,No,No,No,"Manual Cooler, Dial Type Control",6.75in Display Audio via 4-speakers,Yes,Yes,No,No,Yes,,No,Yes
"P899,000",Mitsubishi,Xpander,2022,Cross 1.5 AT,MPV,1.5,Automatic,Gasoline,"33,000 km",5,23 Santalia Street Ce Sastro Subdivision Pasig City,06/06/2024,2024-09-19 20:00:13.171094,Yes,Yes,Yes,Automatic Climate Control,7-inch touchscreen infotainment system,Yes,Yes,No,No,No,,Yes,Yes
"P859,000",Nissan,NV350 Urvan,2020,2.5L MT Diesel,Van,,Manual,Diesel,"73,000 km",,23 Santalia Street Ce Sastro Subdivision Pasig City,06/06/2024,2024-09-19 20:00:14.536948,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P619,000",Hyundai,Kona,2020,AT,Crossover,2,Automatic,Gasoline,"63,000 km",5,23 Santalia Street Ce Sastro Subdivision Pasig City,06/06/2024,2024-09-19 20:00:14.832914,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P565,000",Toyota,Avanza,2019,1.3 E AT,MPV,1.3,Automatic,Gasoline,"39,800 km",5,"Imus City, Cavite, CALABARZON",06/03/2024,2024-09-19 20:00:15.605211,No,No,No,Manual Air Conditioning,n/a,Yes,Yes,No,No,No,Yes,Yes,Yes
"P1,890,000",Ford,Ranger,2022,RAPTOR 2.0L Bi-Turbo 4x4 A/T,Pickup Truck,2,Automatic,Diesel,"21,000 km",4,"Muntinlupa City, Metro Manila, NCR",05/31/2024,2024-09-19 20:00:15.973117,Yes,Yes,No,Dual-zone automatic climate control,Eight-inch color touchscreen with Apple CarPlay and Android Auto,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P750,000",Mitsubishi,L300,2023,FB Dual A/C Euro 4 M/T,Commercial Vehicle,2.2,Manual,Diesel,"7,000 km",3,"Valenzuela City, Metro Manila, NCR",05/15/2024,2024-09-19 20:00:16.288706,No,No,No,Dual Air Conditioning w/ Rear Manual Cooling Controls,Single CD Player with Tuner and Two Speakers,No,No,No,No,No,No,No,No
"P1,075,999",Mitsubishi,Montero Sport,2017,GLS AT,SUV,2.5,Automatic,Diesel,"18,700 km",5,"Makati City, Metro Manila, NCR",05/13/2024,2024-09-19 20:00:16.732621,Yes,No,Yes,dual air-conditioning with a separate rear aircon control,CD/MP3/WMA player by JVC with 4-speaker,Yes,Yes,No,No,No,,Yes,Yes
"P1,600,000",Nissan,Patrol,2016,3.0L 4X4 AT Diesel,SUV,3,Automatic,Diesel,"60,000 km",5,"Makati City, Metro Manila, NCR",04/15/2024,2024-09-19 20:00:17.809756,Yes,Yes,Yes,Tri-Zone Automatic Climate Control,Nissan 12.3-inch advanced touchscreen display,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
"P700,000",Ford,Explorer,2014,2.0 Ecoboost AT,SUV,2,Automatic,Gasoline,"90,000 km",5,"Silang, Cavite, CALABARZON",04/11/2024,2024-09-19 20:00:18.061108,Yes,No,Yes,Automatic Climate Control,n/a,Yes,Yes,Yes,No,No,,Yes,Yes
"P1,000,000",Ford,Ranger,2014,DBL 2.2L,Pickup Truck,2.2,Manual,Diesel,"74,000 km",4,"Angeles City, Pampanga, Central Luzon",04/01/2024,2024-09-19 20:00:18.379871,No,No,No,n/a,n/a,Yes,Yes,Yes,Yes,No,Yes,Yes,No
"P1,100,000",MG,HS,2022,Trophy 1.5 Turbo A/T,Crossover,1.5,Automatic,Gasoline,"18,000 km",5,"Mandaluyong City, Metro Manila, NCR",03/25/2024,2024-09-19 20:00:18.682902,Yes,Yes,Yes,Dual-Zone Automatic Climate Control,10-inch infotainment system,Yes,Yes,Yes,No,No,Yes,Yes,Yes
"P1,420,000",Mitsubishi,Montero Sport,2020,GT 2.4 4x2 AT,SUV,2.4,Automatic,Diesel,"27,000 km",5,"Taguig City, Metro Manila, NCR",03/22/2024,2024-09-19 20:00:18.945127,Yes,Yes,Yes,Dual Zone Automatic Climate Control,"8-inch Smart Display Audio LCD Touchscreen Tuner, USB, Bluetooth, HDMI with Android Auto and Apple Carplay via 6 Speakers",Yes,Yes,Yes,Yes,No,,No,No
"P1,000,000",Ford,Territory,2022,Titanium Plus 1.5 AT,Crossover,,Automatic,Gasoline,"7,021 km",5,"Opol, Misamis Oriental, Northern Mindanao",03/16/2024,2024-09-19 20:00:19.772609,Yes,Yes,Yes,Dual-Zone Electronic Air Temperature Control,12” Colored Touchscreen with 6 speakers,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P500,000",Toyota,Wigo,2022,1.0L G AT Gasoline,Hatchback,1,Automatic,Gasoline,"3,850 km",,"Magalang, Pampanga, Central Luzon",03/07/2024,2024-09-19 20:00:20.049299,No,No,Yes,Knob type air conditioner,8-inch Display Audio,Yes,Yes,No,No,No,,Yes,Yes
"P510,000",MINI,Cooper,2005,AT,Sedan,1.6,Automatic,Gasoline,"68,000 km",,"Taytay, Rizal, CALABARZON",03/04/2024,2024-09-19 20:00:20.856611,Yes,Yes,Yes,n/a,n/a,Yes,Yes,Yes,Yes,No,No,Yes,Yes
"P680,000",Mitsubishi,Mirage G4,2023,GLX 1.2 AT,Sedan,1.2,Automatic,Gasoline,"5,400 km",,"Cebu City, Cebu, Central Visayas",03/03/2024,2024-09-19 20:00:21.236021,No,No,No,Manual Air-Conditioning,7-inch infotainment system,Yes,Yes,No,No,No,No,Yes,No
"P690,000",Volkswagen,Santana,2019,1.5 MPIA,Wagon,1.5,Automatic,Gasoline,"26,300 km",,"Taguig City, Metro Manila, NCR",02/29/2024,2024-09-19 20:00:21.658105,No,No,No,Air-Conditioning with pollen filter,Tuner AM/FM via 2 speakers,Yes,Yes,No,No,No,No,Yes,No
"P950,000",Ford,Everest,2018,Titanium A/T,SUV,2.2,Automatic,Diesel,"100,000 km",5,"Lipa City, Batangas, CALABARZON",02/07/2024,2024-09-19 20:00:22.541869,Yes,Yes,No,dual-zone automatic climate control,"SYNC 3 ,AM/FM radio, CD, MP3, Aux and USB, it also comes with Apple CarPlay, Android Auto",Yes,Yes,Yes,Yes,No,No,Yes,Yes
"P700,000",Suzuki,Ertiga,2020,1.5 GL AT,MPV,1.5,Automatic,Gasoline,"12,387 km",5,"Taguig City, Metro Manila, NCR",01/12/2024,2024-09-19 20:00:22.866378,No,No,No,Manual Air Conditioning,n/a,Yes,Yes,No,No,No,,Yes,Yes
"P950,000",Mazda,3 Hatchback,2020,7G 2.0 AT,Hatchback,2,Automatic,Gasoline,"10,300 km",,"Makati City, Metro Manila, NCR",01/19/2024,2024-09-19 20:00:23.160081,No,Yes,No,n/a,n/a,No,No,No,No,No,No,No,No
"P629,000",MG,RX5,2019,1.5 A/T,Crossover,1.5,Automatic,Gasoline,"70,000 km",5,23 Santalia Street Ce Sastro Subdivision Pasig City,10/27/2023,2024-09-19 20:00:23.465606,Yes,Yes,Yes,Electronic Climate Control,8-inch touchscreen with multi-media player via 6 speakers,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P330,000",Hyundai,Tucson,2012,Theta II 2.0 4x2 MT Gasoline,SUV,2,Manual,Gasoline,"88,600 km",,"Calamba City, Laguna, CALABARZON",01/10/2024,2024-09-19 20:00:23.762942,No,No,No,n/a,n/a,Yes,Yes,No,No,No,,Yes,No
"P1,750,000",Toyota,86,2019,2.0L AT,Coupe,2,Automatic,Gasoline,"7,000 km",,"Mandaue City, Cebu, Central Visayas",01/03/2024,2024-09-19 20:00:24.113678,No,No,No,n/a,"7.0-inch touchscreen system equipped with Bluetooth, HD radio, and a USB 2.0 port.",Yes,Yes,Yes,No,No,Yes,No,No
"P1,179,000",Nissan,NV350 Urvan,2019,Premium AT,Van,,Automatic,Diesel,"67,000 km",4,"Quezon City, Metro Manila, NCR",11/27/2023,2024-09-19 20:00:24.860418,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,850,000",Nissan,Patrol Royale,2013,5.6 V8 4x4 AT,Wagon,,Automatic,Gasoline,"120,000 km",,"Pasig City, Metro Manila, NCR",11/21/2022,2024-09-19 20:00:25.567164,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P5,600,000",Land Rover,Range Rover Evoque,2023,AT,SUV,2,Automatic,Diesel,70 km,,"Mandaluyong City, Metro Manila, NCR",10/19/2023,2024-09-19 20:00:25.924852,Yes,Yes,Yes,Automatic Climate Control,5” Color TFT Screen with 8 Speakers,Yes,Yes,Yes,Yes,Yes,,Yes,Yes
"P750,000",Mazda,CX-5,2014,2.5 AWD Sport,Crossover,2.5,Automatic,Gasoline,"44,000 km",5,"Taguig City, Metro Manila, NCR",10/14/2023,2024-09-19 20:00:26.292689,No,Yes,Yes,Electric Automatic Dual Zone Temperature Control,"7-inch Information Display with Command Mode, AM/FM/CD/USB/MP3/AUX-In with 9 Speaker BOSE Sound Systems",Yes,Yes,Yes,Yes,No,,Yes,Yes
"P550,000",Nissan,Juke,2016,1.6 CVT,SUV,,CVT,Gasoline,"40,000 km",,"Paranaque City, Metro Manila, NCR",10/13/2023,2024-09-19 20:00:27.256734,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P950,000",Nissan,Navara,2018,2.5 EL Calibre Sport Edition AT 4x2,Pickup Truck,2.5,Automatic,Diesel,"74,000 km",4,"Marikina City, Metro Manila, NCR",10/11/2023,2024-09-19 20:00:27.616492,No,No,No,Manual Air Conditioning with Rear Vent,2-DIN CD/Tuner/MP3 with 4 speakers and 2 tweeters,Yes,Yes,No,No,No,,Yes,Yes
"P1,460,000",Ford,Ranger Raptor,2019,2.0 Biturbo 4X4 AT,Pickup Truck,2,Automatic,Diesel,"26,000 km",4,"Makati City, Metro Manila, NCR",10/09/2023,2024-09-19 20:00:27.945974,Yes,Yes,Yes,Dual-zone EATC,"8-inch Multi-function TFT Touch Screen Display, AM/FM/CD and SYNC 3 via 6 speakers",Yes,Yes,Yes,Yes,No,,Yes,Yes
"P830,000",Toyota,Hilux,2013,G 3.0 4X4 AT,Pickup Truck,3,Automatic,Diesel,"114,000 km",,"Paranaque City, Metro Manila, NCR",09/20/2023,2024-09-19 20:00:28.204966,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,550,000",Chery,Tiggo 8,2022,PRO AT,SUV,1.6,Automatic,Gasoline,"6,600 km",,"Cebu City, Cebu, Central Visayas",08/24/2023,2024-09-19 20:00:29.138094,Yes,Yes,Yes,Dual-Zone Automatic Climate Control,12.3 LCD Touchscreen,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P340,000",Subaru,Forester,2010,2.0X AT Gasoline,SUV,2,Automatic,Gasoline,"99,000 km",,"Quezon City, Metro Manila, NCR",08/22/2023,2024-09-19 20:00:29.991870,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P750,000",Maxus,V80,2020,Flex 2.5L diesel MT,Van,2.5,Manual,Diesel,"2,800 km",,"Quezon City, Metro Manila, NCR",08/10/2023,2024-09-19 20:00:30.329340,No,No,No,Front and Rear Airconditioning System,"Radio Tuner, 4 Speakers",Yes,Yes,No,No,No,,Yes,No
"P235,000",Mitsubishi,Adventure,1999,AT Gasoline,MPV,,Automatic,Gasoline,"180,000 km",,"Taytay, Palawan, MIMAROPA",08/09/2023,2024-09-19 20:00:30.705090,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P520,000",Honda,City,2016,1.5 VX Navi AT,Sedan,1.5,Automatic,Gasoline,"68,000 km",,"San Jose del Monte City, Bulacan, Central Luzon",07/07/2023,2024-09-19 20:00:31.173633,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P520,000",Toyota,Fortuner,2010,G AT Gasoline,SUV,2.7,Automatic,Gasoline,"115,000 km",5,"Makati City, Metro Manila, NCR",07/04/2023,2024-09-19 20:00:31.671824,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P2,000,000",Lexus,NX,2018,300 2.0 Gas AT,Crossover,2,Automatic,Gasoline,"40,000 km",,"Pasig City, Metro Manila, NCR",06/26/2023,2024-09-19 20:00:32.806547,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P660,000",Toyota,Innova,2017,2.8 J Diesel MT,MPV,2.8,Manual,Diesel,"83,280 km",,"Paranaque City, Metro Manila, NCR",05/31/2023,2024-09-19 20:00:33.240119,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P355,000",Mitsubishi,Adventure,2011,GLX 2 MT,MPV,,Manual,Diesel,"151,000 km",,"Cavite City, Cavite, CALABARZON",05/29/2023,2024-09-19 20:00:33.643865,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P3,850,000",BMW,520i,2022,Limousine 2.0 AT Gasoline,Sedan,2,Automatic,Gasoline,"4,500 km",,"Pasay City, Metro Manila, NCR",05/08/2023,2024-09-19 20:00:34.021891,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P565,000",Toyota,Wigo,2022,1.0L G AT Gasoline,Hatchback,1,Automatic,Gasoline,"16,500 km",,"Dipolog City, Zamboanga Del Norte, Zamboanga Peninsula",04/17/2023,2024-09-19 20:00:34.796906,No,No,Yes,Knob type air conditioner,8-inch Display Audio,Yes,Yes,No,No,No,,Yes,Yes
"P2,130,000",Jeep,Grand Cherokee,2015,Summit 3.6L V6 AT,SUV,,Automatic,Diesel,"24,000 km",,"Taguig City, Metro Manila, NCR",04/13/2023,2024-09-19 20:00:35.145159,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P750,000",Mitsubishi,Xpander,2019,GLS Sport AT,MPV,1.5,Automatic,Gasoline,"16,563 km",5,"Pasig City, Metro Manila, NCR",03/22/2023,2024-09-19 20:00:35.504522,Yes,No,Yes,Manual Air-Conditioning with rear vents,"7-inch touchscreen headunit with 6 speakers, 2 tweeters, and GPS Navigation",Yes,Yes,No,No,No,,Yes,No
"P1,330,000",Ford,Explorer,2016,SportEcoboost 4X4 3.5L AT,SUV,,Automatic,Gasoline,"63,000 km",,"Makati City, Metro Manila, NCR",03/15/2023,2024-09-19 20:00:36.859804,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,450,000",Ford,Ranger,2019,Wildtrak 2.0L Biturbo 4x4 AT,Pickup Truck,,Automatic,Diesel,"17,600 km",,"Cabuyao City, Laguna, CALABARZON",09/13/2022,2024-09-19 20:00:37.362613,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,800,000",Mercedes-Benz,C250 AMG,2013,CGI Coupe,Coupe,,Automatic,Gasoline,"45,000 km",,"Olongapo City, Zambales, Central Luzon",09/12/2022,2024-09-19 20:00:37.925539,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P2,400,000",Toyota,86,2013,Aero MT,Coupe,2,Manual,Gasoline,"35,000 km",2,"Silang, Cavite, CALABARZON",08/28/2022,2024-09-19 20:00:38.509077,No,No,Yes,Automatic Climate Control,Integrated AM/FM/CD/MP3/AUX/USB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"P788,000",Suzuki,Ertiga,2020,1.5L AT Gasoline,MPV,1.5,Automatic,Gasoline,"12,400 km",5,"San Pedro City, Laguna, CALABARZON",08/27/2022,2024-09-19 20:00:38.917907,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P600,000",Suzuki,Ertiga,2021,GA MT,MPV,,Manual,Gasoline,"2,500 km",,"Meycauayan City, Bulacan, Central Luzon",08/19/2022,2024-09-19 20:00:39.248847,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P950,000",Kia,Sportage,2017,GT-Line AT,Crossover,2,Automatic,Gasoline,"38,971 km",,"Pasay City, Metro Manila, NCR",08/10/2022,2024-09-19 20:00:40.112830,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P385,000",Hyundai,Accent,2016,1.6L AT Diesel,Sedan,1.6,Automatic,Diesel,"105,000 km",,"Las Pinas City, Metro Manila, NCR",08/09/2022,2024-09-19 20:00:40.459759,No,No,No,Manual Air Conditioning,In Dash CD/AM/FM Audio System,No,No,No,No,No,No,No,No
"P520,000",Mazda,CX-5,2012,2.0L AT Gas,SUV,2.0,Automatic,Gasoline,"48,000 km",5,"Manila, Metro Manila, NCR",08/02/2022,2024-09-19 20:00:40.852787,No,No,No,Automatic,LCD MP3 AM/FM,Yes,No,No,No,No,No,No,No
"P350,000",Foton,Gratour,2019,Midi 1.5 FB Type,Minivan,1.5,Manual,Gasoline,"17,000 km",3,"Las Pinas City, Metro Manila, NCR",07/31/2022,2024-09-19 20:00:41.661245,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P550,000",Toyota,Vios,2019,1.3L E AT GASOLINE,Sedan,1.3,Automatic,Gasoline,"20,000 km",4,"Block 1 lot 2 Dona Cristeta Subd. Pamplona Uno, Alabang Zapote Road, Las Pinas City",08/19/2024,2024-09-19 20:00:42.027623,No,No,No,n/a,n/a,Yes,Yes,No,No,No,No,No,No
"P1,118,000",Toyota,Innova,2023,E 2.8L AT Diesel,MPV,2.8,Automatic,Diesel,"14,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/16/2024,2024-09-19 20:00:42.493649,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P498,000",Chery,Tiggo 2,2024,1.5L AT Gasoline,Crossover,1.5,Automatic,Gasoline,"2,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/16/2024,2024-09-19 20:00:43.512408,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,518,000",Toyota,Fortuner,2023,G 2.4L AT Diesel,SUV,2.4,Automatic,Diesel,"24,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/16/2024,2024-09-19 20:00:43.836892,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,298,000",Mitsubishi,Strada,2022,Athlete 2.4L 4X4 AT Diesel,Pickup Truck,2.4,Automatic,Diesel,"23,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/16/2024,2024-09-19 20:00:44.089208,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P348,000",Nissan,Sylphy,2015,1.6L AT Gasoline,Sedan,1.6,Automatic,Gasoline,"60,000 km",4,"Mandaluyong City, Metro Manila, NCR",09/16/2024,2024-09-19 20:00:44.373894,No,No,No,Manual Air Con,In Dash AM/FM/CD Audio System,Yes,Yes,No,No,No,No,No,No
"P380,000",Toyota,Vios,2014,1.3 E AT,Sedan,1.3,Automatic,Gasoline,"80,000 km",4,"Block 1 lot 2 Dona Cristeta Subd. Pamplona Uno, Alabang Zapote Road, Las Pinas City",08/19/2024,2024-09-19 20:00:45.877046,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P998,000",Toyota,Hiace Commuter,2021,3.0 MT,Van,,Manual,Diesel,"35,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/14/2024,2024-09-19 20:00:46.257235,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P678,000",Geely,Coolray,2022,SE 1.5 Sport AT,Crossover,1.5,Automatic,Gasoline,"19,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/14/2024,2024-09-19 20:00:46.704206,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P2,300,000",Toyota,Alphard,2018,3.5 AT (Luxury White Pearl),Minivan,3.5,Automatic,Gasoline,"130,608 km",5,"Taguig City, Metro Manila, NCR",09/12/2024,2024-09-19 20:00:47.178361,Yes,Yes,Yes,Auto Aircon with Nanoe and Auto Recirculation,9-inch Display Audio,Yes,Yes,Yes,Yes,Yes,,Yes,Yes
"P678,000",Toyota,Vios,2024,XLE 1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"6,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/09/2024,2024-09-19 20:00:47.609649,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P558,000",Toyota,Vios XLE,2022,1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"17,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/09/2024,2024-09-19 20:00:48.011676,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P538,000",Toyota,Vios XLE,2021,1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"27,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/09/2024,2024-09-19 20:00:48.823138,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P518,000",Toyota,Vios XLE,2021,1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"23,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/01/2024,2024-09-19 20:00:49.673039,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P538,000",Toyota,Vios XLE,2021,1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"27,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/09/2024,2024-09-19 20:00:49.928898,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P518,000",Toyota,Vios XLE,2021,1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"23,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/01/2024,2024-09-19 20:00:50.228404,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P518,000",Mitsubishi,Mirage G4,2023,GLX 1.2 AT,Sedan,1.2,Automatic,Gasoline,"13,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",09/01/2024,2024-09-19 20:00:50.583318,No,No,No,Manual Air-Conditioning,7-inch infotainment system,Yes,Yes,No,No,No,No,Yes,No
"P1,148,000",Toyota,Innova,2023,E 2.8L AT Diesel,AUV,2.8,Automatic,Diesel,"20,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/31/2024,2024-09-19 20:00:50.947100,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P758,000",Mitsubishi,L300,2024,2.5L MT Diesel,Minivan,2.5,Manual,Diesel,"3,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/31/2024,2024-09-19 20:00:51.346285,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P588,000",Suzuki,Dzire,2024,1.5L CVT Gasoline,Sedan,1.5,CVT,Gasoline,"2,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/31/2024,2024-09-19 20:00:51.739739,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P918,000",Toyota,Rush,2023,1.5 GR-S A/T,SUV,1.5,Automatic,Gasoline,"10,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/30/2024,2024-09-19 20:00:52.142368,No,No,Yes,Automatic Climate Control,Seven-inch infotainment system with Apple CarPlay and Android Auto connectivity,Yes,Yes,No,Yes,No,,Yes,Yes
"P368,000",Toyota,Wigo,2018,G 1.0 AT,Hatchback,1,Automatic,Gasoline,"45,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/30/2024,2024-09-19 20:00:52.639049,No,No,Yes,LCD Air Conditioner Panel,7-inch touchscreen Audio AM/FM,Yes,Yes,No,No,No,,Yes,Yes
"P598,000",Toyota,Vios,2023,1.3 XLE A/T,Sedan,1.3,Automatic,Gasoline,"11,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/30/2024,2024-09-19 20:00:52.892190,No,No,No,"Manual Cooler, Dial Type Control",6.75in Display Audio via 4-speakers,Yes,Yes,No,No,Yes,,No,Yes
"P518,000",MG,ZS,2021,ALPHA 1.5L AT,Crossover,1.5,Automatic,Gasoline,"20,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/29/2024,2024-09-19 20:00:54.052793,Yes,Yes,Yes,Automatic Climate Control,Sound System with 6 Speakers,Yes,Yes,Yes,No,No,No,Yes,No
"P518,000",Toyota,Vios XLE,2021,1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"32,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/29/2024,2024-09-19 20:00:54.858559,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P719,000",Mitsubishi,Xpander,2019,GLS 1.5L AT Gasoline,SUV,1.5,Automatic,Gasoline,76 km,,23 Santalia Street Ce Sastro Subdivision Pasig City,08/27/2024,2024-09-19 20:00:55.124694,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P359,000",Chevrolet,Sail,2017,1.5 AT,Sedan,1.5,Automatic,Gasoline,"39,000 km",5,23 Santalia Street Ce Sastro Subdivision Pasig City,08/27/2024,2024-09-19 20:00:56.207411,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P958,000",Toyota,Hiace,2014,GL Grandia 3.0L MT Diesel,Minivan,3,Manual,Diesel,"19,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/25/2024,2024-09-19 20:00:56.546018,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P588,000",Toyota,Vios,2023,XLE 1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"20,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/25/2024,2024-09-19 20:00:56.974479,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,298,000",Toyota,Hilux,2021,Conquest 2.8L AT Diesel,Pickup Truck,2.8,Automatic,Diesel,"21,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/25/2024,2024-09-19 20:00:57.340391,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,038,000",Toyota,Hiace Commuter,2021,3.0 MT,Van,,Manual,Diesel,"36,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/25/2024,2024-09-19 20:00:58.557289,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
