JobTitle,Company,Location,is_remote,Salary,Benefits,listing_date,date_parsed,URL
PowerBI Data Visualization Specialist,Teleperformance,Taguig City,N,,"['Great Place to Work', 'Competitive Salary', 'Start ASAP']",4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78275002?type=standout&ref=search-standalone
"Senior Data and Insights Analyst (Python, SQL, PowerBI) | WFH | Dayshift AU",Satellite Office,Metro Manila,Y,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78244297?type=standard&ref=search-standalone
Analytics Internship / OJT,Lexmark Research & Development Corporation,Cebu,N,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78240209?type=standard&ref=search-standalone
Python Developer | Advance Pooling | Late Mid-Shift,Infinit-O,Pasay City,N,,"['Remote-First Work Set-Up', 'Career Advancement Opportunities', 'Retirement Benefit Plan']",4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78281886?type=standout&ref=search-standalone
Data Operations Senior Manager - SQL/Python Developer,"JPMorgan Chase Bank, N.A.",Metro Manila,N,,,6d ago,2024-08-25,https://www.jobstreet.com.ph/job/78226932?type=standard&ref=search-standalone
Data Scientist,YONDU INC.,Bonifacio Global City,N,,,27d ago,2024-08-25,https://www.jobstreet.com.ph/job/77659689?type=standard&ref=search-standalone
IT Software Engineer - ETL Developer,Firefly Electric & Lighting Corp.,Manila City,N,,,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78296777?type=standard&ref=search-standalone
Data Engineer,I2S BusinessSolutions Inc.,Quezon City,N,"₱80,000 – ₱110,000 per month",,12d ago,2024-08-25,https://www.jobstreet.com.ph/job/78061367?type=standard&ref=search-standalone
ServiceNow Data Supervisor,Cardinal Health International Philippines Inc.,Bonifacio Global City,N,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78255000?type=standout&ref=search-standalone
Marketing Analyst (WFH),"Digital Room (Philippines) , Inc.",Mandaluyong City,Y,,"['WFH', 'Analytics', 'Statistics']",4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78283913?type=standout&ref=search-standalone
Lead FastAPI Developer,"TELUS International Philippines, Inc.",Pasig City,N,,"['Python (fastAPI)', 'JavaScript (React)', 'NoSQL (MongoDB)']",10d ago,2024-08-25,https://www.jobstreet.com.ph/job/78100134?type=standout&ref=search-standalone
Data Operations Senior Manager - SQL/Python Developer,"JPMorgan Chase Bank, N.A.",Metro Manila,N,,,6d ago,2024-08-25,https://www.jobstreet.com.ph/job/78226932?type=standard&ref=search-standalone
ServiceNow Developer - CMDB,Cardinal Health International Philippines Inc.,Bonifacio Global City,N,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78254940?type=standout&ref=search-standalone
Reporting Supervisor (Data Science & Analytics) (Hybrid) c/o DAA,"John Clements Consultants, Inc.",Bonifacio Global City,N,,,13d ago,2024-08-25,https://www.jobstreet.com.ph/job/78020770?type=standard&ref=search-standalone
Senior Full Stack Developer - Python/Vue (WORK FROM HOME),Quantrics Enterprises Inc.,Taytay,Y,,"['Work From Home', 'Work Life Balance']",3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78305665?type=standout&ref=search-standalone
ML Engineer – Data ( Python and AWS),YONDU INC.,Bonifacio Global City,N,,,11d ago,2024-08-25,https://www.jobstreet.com.ph/job/78088098?type=standard&ref=search-standalone
Data Analyst,Home Credit Philippines,Taguig City,N,,"['Hybrid work set-up; permanent dayshift schedule', 'Up to 20% variable performance-based bonus', 'HMO on Day 1 with dependents; access to mental health coverage']",14d ago,2024-08-25,https://www.jobstreet.com.ph/job/78006952?type=standout&ref=search-standalone
Business Intelligence Developer,"DIS Tech Philippines, LLC",Cebu City,N,,"['Flexible Working Hours', '14th Month & Retirement Plan', 'Balance Work Life']",8d ago,2024-08-25,https://www.jobstreet.com.ph/job/78175189?type=standout&ref=search-standalone
Data Analyst,Frontier Tower Associates Philippines Inc.,Bonifacio Global City,N,,"['HMO on day 1', 'Life Insurance on day 1', 'Performance Bonus']",11d ago,2024-08-25,https://www.jobstreet.com.ph/job/78090825?type=standout&ref=search-standalone
Senior Software Developer,Prophecy Software Solutions Philippines Inc.,Makati City,N,"₱140,000 – ₱160,000 per month","['Excellent opportunity to join a global ASX listed Company', 'Work From Home - Offering Great Benefits', 'Friendly and supportive work environment']",3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78144056?type=standout&ref=search-standalone
Data Management Consultant,VESTAS SHARED SERVICE A/S,Pasay City,N,,"['Ranked #1 as most sustainable company in the world', 'Vestas ensures sustainability in everything we do', 'Vestas strives to be a diverse and most inclusive workplace']",10d ago,2024-08-25,https://www.jobstreet.com.ph/job/78120651?type=standout&ref=search-standalone
Emerging Technology Engineer for Digital Innovation Sandbox (Hybrid Setup),RCG Global Services,Mandaluyong City,Y,,"['Hybrid Setup', 'Full-time Employment', 'Term Employment']",6d ago,2024-08-25,https://www.jobstreet.com.ph/job/78204413?type=standout&ref=search-standalone
"Senior Analyst, Admissions",LSEG (London Stock Exchange Group),Metro Manila,N,,"['Global financial market leader with a 300-year history', 'Sustainable, diverse, inclusive culture', 'Competitive compensation and benefits package']",6d ago,2024-08-25,https://www.jobstreet.com.ph/job/78229344?type=standout&ref=search-standalone
Data Analyst,"Tenet Global Business Center, Inc.",Taguig City,Y,,,8d ago,2024-08-25,https://www.jobstreet.com.ph/job/78176294?type=standout&ref=search-standalone
"Specialist - QA Product, Quant",LSEG (London Stock Exchange Group),Taguig City,N,,,4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78257358?type=standout&ref=search-standalone
Actuarial Analyst,Manulife Business Processing Services (MBPS),Quezon City,N,,"['Competitive Salary and Benefits Package', 'Award-winning Employer', 'Day 1 HMO + Up to 5 FREE Dependents']",10d ago,2024-08-25,https://www.jobstreet.com.ph/job/78125715?type=standout&ref=search-standalone
Salesforce Developer - Hybrid,"Information Professionals, Inc.",Bonifacio Global City,Y,"₱70,000 – ₱80,000 per month","['Career Development', 'Great Culture', 'Upskilling']",2d ago,2024-08-25,https://www.jobstreet.com.ph/job/78336911?type=standout&ref=search-standalone
Data Storytelling Manager,Globe Telecom,Santa Ana,N,,,9d ago,2024-08-25,https://www.jobstreet.com.ph/job/78174659?type=standard&ref=search-standalone
PCB Simulation Engineer,"Teradyne Philippines, Ltd. - Cebu",Lapu-Lapu City,N,,"['Opportunity to Travel', 'Flexible Work Arrangement', 'HMO on Day 1']",2d ago,2024-08-25,https://www.jobstreet.com.ph/job/78344040?type=standout&ref=search-standalone
Power BI Superuser and Data Strategist - Permanent Work From Home,ICXEED PHILIPPINES INC.,Metro Manila,Y,,"['Permanent work from anywhere', 'Growing company with a culture of innovation and engagement', 'Learning and professional development opportunities']",4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78282437?type=standout&ref=search-standalone
PowerBI Developer | PERMANENT WAH | URGENT,Foundever™,Pasig City,Y,,,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78293809?type=standout&ref=search-standalone
Python Data Engineer (Azure OR AWS),Collabera Technologies Private Limited Inc.,Makati City,Y,,,20d ago,2024-08-25,https://www.jobstreet.com.ph/job/77858988?type=standout&ref=search-standalone
Python Developer,YONDU INC.,Paranaque City,N,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78245137?type=standard&ref=search-standalone
Data Analyst (For Pooling),Home Credit Philippines,Taguig City,N,,"['Hybrid work set-up; permanent dayshift schedule', 'Up to 20% variable performance-based bonus', 'HMO on Day 1 with dependents; access to mental health coverage']",16d ago,2024-08-25,https://www.jobstreet.com.ph/job/77982127?type=standout&ref=search-standalone
Data Analyst with Logistics Account Experience - Can start ASAP,Diversify Offshore Staffing Solutions,Bonifacio Global City,N,,,10d ago,2024-08-25,https://www.jobstreet.com.ph/job/78128490?type=standout&ref=search-standalone
Data Analytics Associate Manager,Accenture,Mandaluyong City,N,,,9d ago,2024-08-25,https://www.jobstreet.com.ph/job/78147802?type=standard&ref=search-standalone
Actuarial Manager,Manulife Business Processing Services (MBPS),Quezon City,N,,"['Competitive Salary and Benefits Package', 'Award-winning Employer', 'Day 1 HMO + Up to 5 FREE Dependents']",10d ago,2024-08-25,https://www.jobstreet.com.ph/job/78125760?type=standout&ref=search-standalone
Data Privacy Manager,"Watsons Personal Care Stores (Philippines), Inc.",Pasay City,N,,,6d ago,2024-08-25,https://www.jobstreet.com.ph/job/78224053?type=standard&ref=search-standalone
Programmatic Insights and Analyst Specialist | Onsite | Day Shift | Day 1 HMO,Emapta,Makati City,N,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78241608?type=standard&ref=search-standalone
Actuarial Manager,"Insular Life Assurance Co., Ltd.",Alabang,N,,"['Career growth', 'Work-life balance', 'Competitive Salary and Benefits']",12d ago,2024-08-25,https://www.jobstreet.com.ph/job/78049888?type=standout&ref=search-standalone
Data Engineer (Hybrid | Dayshift),Vault Outsourcing OPC,Makati City,Y,"₱80,000 – ₱90,000 per month",,22d ago,2024-08-25,https://www.jobstreet.com.ph/job/77836427?type=standout&ref=search-standalone
IT Business Analyst,ING,Makati City,N,,"['Education and Training opportunity', 'HMO on your 1st day', 'Miscellaneous Allowances']",13d ago,2024-08-25,https://www.jobstreet.com.ph/job/78025105?type=standout&ref=search-standalone
Python Data Engineer (Azure OR AWS),Collabera Technologies Private Limited Inc.,Makati City,Y,,,20d ago,2024-08-25,https://www.jobstreet.com.ph/job/77858988?type=standout&ref=search-standalone
Data Management Specialist (SQL Experience),"IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Taguig City,N,,"['Hybrid Work Set-up', 'Day 1 HMO + 3 dependents', 'Retirement Benefit']",20d ago,2024-08-25,https://www.jobstreet.com.ph/job/77872008?type=standout&ref=search-standalone
Senior Business Analyst | BGC | Hybrid,"Information Professionals, Inc.",Taguig City,N,"₱50,000 – ₱70,000 per month",,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78311784?type=standard&ref=search-standalone
Data Verification Analyst (Night Shift-Voice),"IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Taguig City,N,,"['HMO on day 1', 'Retirement Plan', 'Hybrid Work Setup']",4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78256754?type=standout&ref=search-standalone
Alteryx Developer,"IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Taguig City,Y,,"['HMO on day 1', 'Retirement Plan', 'Hybrid Work Setup']",13d ago,2024-08-25,https://www.jobstreet.com.ph/job/78034477?type=standout&ref=search-standalone
Business Analyst (Cebu),YONDU INC.,Cebu,N,,,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78304167?type=standard&ref=search-standalone
Software Development Lead - Snowflake Data Warehouse,Accenture,Metro Manila,N,,,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78312517?type=standard&ref=search-standalone
Data Engineer,I2S BusinessSolutions Inc.,Quezon City,N,"₱80,000 – ₱110,000 per month",,12d ago,2024-08-25,https://www.jobstreet.com.ph/job/78061367?type=standard&ref=search-standalone
Business Intelligence Analyst | Temp WFH | Morning Shift,Personiv,Alabang,Y,,"['HMO with dependents and Life Insurance upon Day 1, Performance Incentives', 'Temp WFH arrangement with Internet subsidy and company provided equipment', 'Work-life Balance, Great Culture, Training Programs, Engagement Activities']",20d ago,2024-08-25,https://www.jobstreet.com.ph/job/77855382?type=standout&ref=search-standalone
Lead Engineer - Snowflake Data Warehouse,Accenture,Metro Manila,N,,,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78312499?type=standard&ref=search-standalone
Analytics Officer,East West Banking Corporation,Bonifacio Global City,Y,,"['Career development and training opportunities.', 'Competitive salary package and benefits']",9d ago,2024-08-25,https://www.jobstreet.com.ph/job/78173000?type=standout&ref=search-standalone
Senior Power BI Architect (Morning Shift),"SYNTEL INFOTECH, INC. doing business as Atos Syntel",Makati City,N,,,14d ago,2024-08-25,https://www.jobstreet.com.ph/job/78006950?type=standout&ref=search-standalone
Lead Python Developer,VESTAS SHARED SERVICE A/S,Pasay City,N,,"['Ranked #1 as most sustainable company in the world', 'Vestas ensures sustainability in everything we do', 'Vestas strives to be a diverse and most inclusive workplace']",17d ago,2024-08-25,https://www.jobstreet.com.ph/job/77954613?type=standout&ref=search-standalone
Python Developer,"Nezda Technologies, Inc.",Taguig City,Y,"₱90,000 – ₱110,000 per month","['Python Developer', 'Fast API', 'Django']",7d ago,2024-08-25,https://www.jobstreet.com.ph/job/78187744?type=standout&ref=search-standalone
Business Analyst for Makati,Concentrix Philippines,Makati City,N,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78251564?type=standard&ref=search-standalone
MIS Reports Analyst,"Optum, a UnitedHealth Group Company",Makati City,N,,,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78314122?type=standout&ref=search-standalone
Data Analyst / Engineer,Credit Corp Inc,Makati City,N,,"['Competitive Salary', 'Work-life balance', 'HMO, Life insurance, Retirement Package']",25d ago,2024-08-25,https://www.jobstreet.com.ph/job/77743114?type=standout&ref=search-standalone
Senior Data Engineer | Day Shift | Onsite/Hybrid | Day 1 HMO,Emapta,Metro Manila,Y,,,11d ago,2024-08-25,https://www.jobstreet.com.ph/job/78086746?type=standard&ref=search-standalone
Data and Automations Team Lead,JOBS360,Clark Freeport Zone,N,,"['HMO upon Start', 'Great work environment', 'Unlimited Potential For Growth']",20d ago,2024-08-25,https://www.jobstreet.com.ph/job/77855035?type=standout&ref=search-standalone
Investment Static Data Management Specialist/Lead | SO Bonus 20K* | GY Shift,Infinit-O,Pasay City,N,,"['Remote-First Work Set-Up', 'Health and Retirement Benefit', 'Career Development Opportunities']",4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78281796?type=standout&ref=search-standalone
Data Engineer,"Webb Fontaine Group FZ-LLC, Manila Branch",Pasig City,N,,"['Competitive base salary', 'Exposure to diverse international clients and industries']",26d ago,2024-08-25,https://www.jobstreet.com.ph/job/77719094?type=standout&ref=search-standalone
Data Analyst,Vertiv,Mandaluyong City,N,,"['Multinational Corporation and Global Leader in the industry.', 'Outstanding Career Growth and Development Opportunities.', 'Career planning to assist in achieving goals.']",12d ago,2024-08-25,https://www.jobstreet.com.ph/job/78046360?type=standout&ref=search-standalone
Power BI Developer,Bespoke (https://bespoke.xyz/),Metro Manila,N,"₱80,000 – ₱110,000 per month","['Remote/Work-from-Home setup', 'Competitive Compensation package with Benefits', 'UK-Based company with great work culture']",18d ago,2024-08-25,https://www.jobstreet.com.ph/job/77929909?type=standout&ref=search-standalone
Reports Specialist,Datamatics,Pasig City,N,"₱28,000 – ₱30,000 per month",,2d ago,2024-08-25,https://www.jobstreet.com.ph/job/78315997?type=standout&ref=search-standalone
Solutions Delivery Head,SB Finance,Makati City,N,,"['Hybrid', 'IT']",16d ago,2024-08-25,https://www.jobstreet.com.ph/job/77982813?type=standout&ref=search-standalone
Data Engineer I Shifting Schedule,"Nezda Technologies, Inc.",Mandaluyong City,N,,,11d ago,2024-08-25,https://www.jobstreet.com.ph/job/78084061?type=standard&ref=search-standalone
Business Insights Analyst,TaskUs,Pasig City,Y,,,9d ago,2024-08-25,https://www.jobstreet.com.ph/job/78149132?type=standout&ref=search-standalone
Programmatic Insights and Analyst Specialist | Onsite | Day Shift | Day 1 HMO,Emapta,Makati City,N,,,5d ago,2024-08-25,https://www.jobstreet.com.ph/job/78241608?type=standard&ref=search-standalone
"Senior ESG Research Analyst, Stewardship",KMC Solutions,Makati City,N,,"['Hybrid setup (2-3 days per week)', 'Day Shift (10:00am-7:00pm)', 'Competitive Salary']",3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78315878?type=standout&ref=search-standalone
MIS Reports Analyst,"Optum, a UnitedHealth Group Company",Makati City,N,,,3d ago,2024-08-25,https://www.jobstreet.com.ph/job/78314122?type=standout&ref=search-standalone
Data Verification Analyst (Night Shift-Voice),"IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Taguig City,N,,"['HMO on day 1', 'Retirement Plan', 'Hybrid Work Setup']",4d ago,2024-08-25,https://www.jobstreet.com.ph/job/78256754?type=standout&ref=search-standalone
Marketing Data Analyst | Temp WFH | Morning Shift,Personiv,Alabang,Y,,"['HMO w/ dependents and Life Insurance upon Day 1, Performance Incentives', 'Temp WFH arrangement, Company provided equipment, Allowances', 'Work-life Balance, Great Culture, Training Programs, Engagement Activities']",20d ago,2024-08-25,https://www.jobstreet.com.ph/job/77855912?type=standout&ref=search-standalone
"Hiring,Cloud Data Engineer, Data Modeler, ML Ops. Engr., BI -Contracting-Hybrid",ATS CONSULTING SERVICES PH INC.,Taguig City,Y,"₱95,000 – ₱100,000 per month",,20d ago,2024-08-25,https://www.jobstreet.com.ph/job/77853034?type=standout&ref=search-standalone
Data Visualization Analyst | Urgent Hiring! (lg),Quess (Philippines) Corp,Ortigas,N,"₱54,000 – ₱69,000 per month","['Full Time Position', 'HMO with 2 Free Dependent', 'URGENT HIRING']",8d ago,2024-08-25,https://www.jobstreet.com.ph/job/78176288?type=standout&ref=search-standalone
